1,-1,Exposition,First Subject Group,
2,1,,,
3,1,,,
4,1,,,
5,1,,,
6,1,,,X
7,1,,,
8,1,,,
9,1,,,Cadence
10,1,,,
11,1,,,
12,1,,,
13,-1,Transition,X,
14,1,,,
15,1,,X,
16,1,,,
17,1,,,
18,1,Second Subject Group,,
19,1,,,
20,1,,,
21,1,,,
22,1,,,X
23,1,,,
24,1,,,
25,1,,,X
26,1,,,
27,1,,,X
28,1,,,
29,1,,,
30,1,,,
31,1,Development,X,
32,1,,,
33,1,,,
34,1,,,
35,1,,Cycle of 5ths,
36,1,,,
37,1,,,
38,1,,,
39,1,,X,
40,1,,,
41,1,,,
42,1,,,
43,1,,,
44,1,,,
45,1,,X,
46,1,,,
47-56=1-10,,Recapitulation,,
57,1,,,
58,1,,,
59,1,,,
60,-1,,X,
61,1,,,
62,1,,,
63,1,,,
64,1,,,
65-77=18-30,,,,