0,2,Exposition,A,Hybrid,Compound Basic Idea,Basic Idea,
1,,,,,,,
2,2,,,,,Contrasting Idea,
3,,,,,,,
4,2,,,,Continuation,Fragmentation,
5,,,,,,,
6,2,,,,,Cadence,
7,,,,,,,
8,2,,,Sentence,Presentation,Basic Idea,
9,2,,,,,Basic Idea,
10,2,,,,Continuation,Fragmentation,
11,2,,,,,Cadence,
12,2,,,X,X,X,
13,,,,,,,
14,2,,,,,X,
15,,,,,,,
16,2,,,,Post-cadential Expansion,X,
17,,,,,,,
18,1,,X,Linear progression,X,X,
19,,,,,,,
20,,,,,,X,
21,,,,,,,
22,1,,,,X,X,
23,,,,,,,
24,1,,,,,Cadence,
25,1,,B,Hybrid,Compound Basic Idea,Basic Idea,
26,,,,,,,
27,1,,,,,Basic Idea,
28,,,,,,,
29,1,,,,Continuation,Fragmentation,
30,,,,,,,
31,1,,,,,Cadence,
32,,,,,,,
33,1,,,Sentence,Presentation,Basic Idea,
34,1,,,,,Basic Idea,
35,1,,,,Continuation,Fragmentation,
36,1,,,,,Cadence,
37,1,,,Sentence,Presentation,Basic Idea,
38,1,,,,,Basic Idea,
39,1,,,,Continuation,Fragmentation,
40,1,,,,,Cadence,
41,1,,,,Post-cadential Expansion,X,
42,,,,,,,
43,2.5,,,Hybrid,Compound Basic Idea,Basic Idea,
44,,,,,,,
45,2.5,,,,,Contrasting Idea,
46,,,,,,,
47,2.5,,,,Consequent,Basic Idea,
48,,,,,,,
49,2.5,,,,,Contrasting Idea,
50,,,,,,,
51,1,,,Sentence,Presentation,Basic Idea,
52,1,,,,,Basic Idea,
53,1,,,,Continuation,Fragmentation,
54,1,,,Sentence,Presentation,Basic Idea,Phrase elided
55,1,,,,,Basic Idea,
56,1,,,,Continuation,Fragmentation,
57,,,,,,,
58,1,,,,,Cadence,
59,,,,,,,
60,,,,,,,
61,2,,A,Hybrid,Compound Basic Idea,Basic Idea,
62,,,,,,,
63,2,,,,,Contrasting Idea,
64,,,,,,,
65,2,,,,Continuation,Fragmentation,
66,,,,,,,
67,2,,,,,Cadence,
68,,,,,,,
69,2,,,Sentence,Presentation,Basic Idea,
70,2,,,,,Basic Idea,
71,2,,,,Continuation,Fragmentation,
72,2,,,,,Cadence,
73,2,,,X,X,X,
74,,,,,,,
75,2,,,,,X,
76,,,,,,,
77,2,,,,Post-cadential Expansion,X,
78,2,Development,C,,Lead-in Extension,X,
79,1,,,Hybrid,Compound Basic Idea,Basic Idea,
80,,,,,,,
81,1,,,,,Contrasting Idea,
82,,,,,,,
83,1,,,,Consequent,Basic Idea,
84,,,,,,,
85,1,,,,,Contrasting Idea,
86,,,,,,,
87,1,,,Hybrid,Compound Basic Idea,Basic Idea,
88,,,,,,,
89,1,,,,,Contrasting Idea,
90,,,,,,,
91,1,,,,Consequent,Basic Idea,
92,,,,,,,
93,1,,,,,Contrasting Idea,
94,,,,,,,
95,1,,,X,X,X,
96,,,,,,,
97,,,,,,,
98,1.5,,,,Lead-in Extension,X,
99,1,,,Hybrid,Compound Basic Idea,Basic Idea,
100,,,,,,,
101,1,,,,,Contrasting Idea,
102,,,,,,,
103,1,,,,Continuation,Fragmentation,
104,,,,,,,
105,1,,,,,Cadence,
106,,,,,,,
107,1,,,Linear progression,X,X,
108,,,,,,,
109,1,,,,X,X,
110,,,,,,,
111,1,,,,X,X,
112,,,,,,,
113,1,,,,X,X,
114,,,,,,,
115,,,,,,,
116,,,,,,,
117,1,,,,X,Cadence,
118,,,,,,,
119,,,,,,,
120,2,Recapitulation,A,Hybrid,Compound Basic Idea,Basic Idea,
121,,,,,,,
122,2,,,,,Contrasting Idea,
123,,,,,,,
124,2,,,,Continuation,Fragmentation,
125,,,,,,,
126,2,,,,,Cadence,
127,,,,,,,
128,,,,,,,
129,1,,,Linear progression,X,X,
130,,,,,,,
131,1,,,,,X,
132,,,,,,,
133,1,,,,,Cadence,
134,1,,B,Hybrid,Compound Basic Idea,Basic Idea,
135,,,,,,,
136,1,,,,,Basic Idea,
137,,,,,,,
138,1,,,,Continuation,Fragmentation,
139,,,,,,,
140,1,,,,,Cadential evasion,
141,,,,,,,
142,1,,,,,Cadence,
143,1,,,Sentence,Presentation,Basic Idea,
144,1,,,,,Basic Idea,
145,1,,,,Continuation,Fragmentation,
146,1,,,,,Cadence,
147,1,,,Sentence,Presentation,Basic Idea,
148,1,,,,,Basic Idea,
149,1,,,,Continuation,Fragmentation,
150,1,,,,,Cadence,
151,1,,,,Post-cadential Expansion,X,
152,,,,,,,
153,2.5,,,X,Compound Basic Idea,Basic Idea,
154,,,,,,,
155,2.5,,,,,Contrasting Idea,
156,,,,,,,
157,2.5,,,Linear progression,X,Same basic idea,
158,,,,,,,
159,2.5,,,,,Same basic idea,
160,,,,,,,
161,2.5,,,,,Same basic idea,
162,,,,,,,
163,2.5,,,,X,Fragmentation,
164,2.5,,,,,Fragmentation,
165,2.5,,,,,Fragmentation,
166,2.5,,,,,Fragmentation,
167,2.5,,,,,Fragmentation,
168,2.5,,,,,Fragmentation,
169,2.5,,,,,Fragmentation,
170,2.5,,A,Hybrid,Compound Basic Idea,Basic Idea,
171,,,,,,,
172,2,,,,,Contrasting Idea,
173,,,,,,,
174,2,,,,Continuation,Fragmentation,
175,,,,,,,
176,2,,,,,Cadence,
177,,,,,,,
178,,,,,,,
179,1,Coda,X,Linear progression,X,X,
180,,,,,,,
181,1,,,,,X,
182,,,,,,,
183,2,,,,X,X,
184,2,,,,,X,
185,2,,,,,X,
186,1.5,,,,,Cadence,
187,2,,,,X,X,
188,2,,,,,X,
189,,,,,,,
190,,,,,,,
191,,,,,,,
192,,,,,,,
193,2,,,,X,X,
194,,,,,,,
195,2,,,,,X,
196,,,,,,,
197,2,,,,,X,
198,2,,,,,Cadence,
199,,,,,,,
200,,,,,,,
201,,,,,,,
202,2,,,Sentence,Presentation,Basic Idea,
203,,,,,,,
204,2,,,,,Basic Idea,
205,,,,,,,
206,2,,,,Continuation,Fragmentation,
207,,,,,,,
208,2,,,,,Cadence,
209,,,,,,,
210,,,,,,,